[2022-10-15 12:23:53] - INFO: 成功导入BERT配置文件 F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\config.json
[2022-10-15 12:23:53] - INFO:  ### 将当前配置打印到日志文件中 
[2022-10-15 15:12:17] - INFO: ###  vocab_size = 21128
[2022-10-15 15:12:17] - INFO: ###  hidden_size = 768
[2022-10-15 15:12:17] - INFO: ###  num_hidden_layers = 12
[2022-10-15 15:12:17] - INFO: ###  num_attention_heads = 12
[2022-10-15 15:12:17] - INFO: ###  hidden_act = gelu
[2022-10-15 15:12:17] - INFO: ###  intermediate_size = 3072
[2022-10-15 15:12:17] - INFO: ###  pad_token_id = 0
[2022-10-15 15:12:17] - INFO: ###  hidden_dropout_prob = 0.1
[2022-10-15 15:12:17] - INFO: ###  attention_probs_dropout_prob = 0.1
[2022-10-15 15:12:17] - INFO: ###  max_position_embeddings = 512
[2022-10-15 15:12:17] - INFO: ###  type_vocab_size = 2
[2022-10-15 15:12:17] - INFO: ###  initializer_range = 0.02
[2022-10-15 15:12:17] - INFO: ###  directionality = bidi
[2022-10-15 15:12:17] - INFO: ###  pooler_fc_size = 768
[2022-10-15 15:12:17] - INFO: ###  pooler_num_attention_heads = 12
[2022-10-15 15:12:17] - INFO: ###  pooler_num_fc_layers = 3
[2022-10-15 15:12:17] - INFO: ###  pooler_size_per_head = 128
[2022-10-15 15:12:17] - INFO: ###  pooler_type = first_token_transform
[2022-10-15 15:12:20] - INFO: ## 注意，正在使用本地MyTransformer中的MyMultiHeadAttention实现
[2022-10-15 15:16:43] - INFO: 成功导入BERT配置文件 F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\config.json
[2022-10-15 15:16:43] - INFO:  ### 将当前配置打印到日志文件中 
[2022-10-15 15:16:43] - INFO: ###  project_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert
[2022-10-15 15:16:43] - INFO: ###  dataset_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification
[2022-10-15 15:16:43] - INFO: ###  pretrained_model_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese
[2022-10-15 15:16:43] - INFO: ###  vocab_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\vocab.txt
[2022-10-15 15:16:43] - INFO: ###  device = cpu
[2022-10-15 15:16:43] - INFO: ###  train_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_train.txt
[2022-10-15 15:16:43] - INFO: ###  val_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_val.txt
[2022-10-15 15:16:43] - INFO: ###  test_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_test.txt
[2022-10-15 15:16:43] - INFO: ###  model_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\cache
[2022-10-15 15:16:43] - INFO: ###  logs_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\logs
[2022-10-15 15:16:43] - INFO: ###  split_sep = _!_
[2022-10-15 15:16:43] - INFO: ###  is_sample_shuffle = True
[2022-10-15 15:16:43] - INFO: ###  batch_size = 64
[2022-10-15 15:16:43] - INFO: ###  max_sen_len = None
[2022-10-15 15:16:43] - INFO: ###  num_labels = 15
[2022-10-15 15:16:43] - INFO: ###  epochs = 1
[2022-10-15 15:16:43] - INFO: ###  model_val_per_epoch = 2
[2022-10-15 15:16:43] - INFO: ###  vocab_size = 21128
[2022-10-15 15:16:43] - INFO: ###  hidden_size = 768
[2022-10-15 15:16:43] - INFO: ###  num_hidden_layers = 12
[2022-10-15 15:16:43] - INFO: ###  num_attention_heads = 12
[2022-10-15 15:16:43] - INFO: ###  hidden_act = gelu
[2022-10-15 15:16:43] - INFO: ###  intermediate_size = 3072
[2022-10-15 15:16:43] - INFO: ###  pad_token_id = 0
[2022-10-15 15:16:43] - INFO: ###  hidden_dropout_prob = 0.1
[2022-10-15 15:16:43] - INFO: ###  attention_probs_dropout_prob = 0.1
[2022-10-15 15:16:43] - INFO: ###  max_position_embeddings = 512
[2022-10-15 15:16:43] - INFO: ###  type_vocab_size = 2
[2022-10-15 15:16:43] - INFO: ###  initializer_range = 0.02
[2022-10-15 15:16:43] - INFO: ###  directionality = bidi
[2022-10-15 15:16:43] - INFO: ###  pooler_fc_size = 768
[2022-10-15 15:16:43] - INFO: ###  pooler_num_attention_heads = 12
[2022-10-15 15:16:43] - INFO: ###  pooler_num_fc_layers = 3
[2022-10-15 15:16:43] - INFO: ###  pooler_size_per_head = 128
[2022-10-15 15:16:43] - INFO: ###  pooler_type = first_token_transform
[2022-10-15 15:16:45] - INFO: ## 注意，正在使用本地MyTransformer中的MyMultiHeadAttention实现
[2022-10-15 15:16:46] - INFO: ## 成功载入已有模型，进行预测......
[2022-10-15 15:16:46] - INFO: 缓存文件 predict_text_None.pt 不存在，重新处理并缓存！
[2022-10-15 15:17:20] - INFO: 成功导入BERT配置文件 F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\config.json
[2022-10-15 15:17:20] - INFO:  ### 将当前配置打印到日志文件中 
[2022-10-15 15:17:20] - INFO: ###  project_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert
[2022-10-15 15:17:20] - INFO: ###  dataset_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification
[2022-10-15 15:17:20] - INFO: ###  pretrained_model_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese
[2022-10-15 15:17:20] - INFO: ###  vocab_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\vocab.txt
[2022-10-15 15:17:20] - INFO: ###  device = cpu
[2022-10-15 15:17:20] - INFO: ###  train_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_train.txt
[2022-10-15 15:17:20] - INFO: ###  val_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_val.txt
[2022-10-15 15:17:20] - INFO: ###  test_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_test.txt
[2022-10-15 15:17:20] - INFO: ###  model_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\cache
[2022-10-15 15:17:20] - INFO: ###  logs_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\logs
[2022-10-15 15:17:20] - INFO: ###  split_sep = _!_
[2022-10-15 15:17:20] - INFO: ###  is_sample_shuffle = True
[2022-10-15 15:17:20] - INFO: ###  batch_size = 64
[2022-10-15 15:17:20] - INFO: ###  max_sen_len = None
[2022-10-15 15:17:20] - INFO: ###  num_labels = 15
[2022-10-15 15:17:20] - INFO: ###  epochs = 1
[2022-10-15 15:17:20] - INFO: ###  model_val_per_epoch = 2
[2022-10-15 15:17:20] - INFO: ###  vocab_size = 21128
[2022-10-15 15:17:20] - INFO: ###  hidden_size = 768
[2022-10-15 15:17:20] - INFO: ###  num_hidden_layers = 12
[2022-10-15 15:17:20] - INFO: ###  num_attention_heads = 12
[2022-10-15 15:17:20] - INFO: ###  hidden_act = gelu
[2022-10-15 15:17:20] - INFO: ###  intermediate_size = 3072
[2022-10-15 15:17:20] - INFO: ###  pad_token_id = 0
[2022-10-15 15:17:20] - INFO: ###  hidden_dropout_prob = 0.1
[2022-10-15 15:17:20] - INFO: ###  attention_probs_dropout_prob = 0.1
[2022-10-15 15:17:20] - INFO: ###  max_position_embeddings = 512
[2022-10-15 15:17:20] - INFO: ###  type_vocab_size = 2
[2022-10-15 15:17:20] - INFO: ###  initializer_range = 0.02
[2022-10-15 15:17:20] - INFO: ###  directionality = bidi
[2022-10-15 15:17:20] - INFO: ###  pooler_fc_size = 768
[2022-10-15 15:17:20] - INFO: ###  pooler_num_attention_heads = 12
[2022-10-15 15:17:20] - INFO: ###  pooler_num_fc_layers = 3
[2022-10-15 15:17:20] - INFO: ###  pooler_size_per_head = 128
[2022-10-15 15:17:20] - INFO: ###  pooler_type = first_token_transform
[2022-10-15 15:17:21] - INFO: ## 注意，正在使用本地MyTransformer中的MyMultiHeadAttention实现
[2022-10-15 15:17:22] - INFO: ## 成功载入已有模型，进行预测......
[2022-10-15 15:17:22] - INFO: 缓存文件 predict_text_None.pt 不存在，重新处理并缓存！
[2022-10-15 15:17:31] - INFO: 成功导入BERT配置文件 F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\config.json
[2022-10-15 15:17:31] - INFO:  ### 将当前配置打印到日志文件中 
[2022-10-15 15:17:31] - INFO: ###  project_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert
[2022-10-15 15:17:31] - INFO: ###  dataset_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification
[2022-10-15 15:17:31] - INFO: ###  pretrained_model_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese
[2022-10-15 15:17:31] - INFO: ###  vocab_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\vocab.txt
[2022-10-15 15:17:31] - INFO: ###  device = cpu
[2022-10-15 15:17:31] - INFO: ###  train_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_train.txt
[2022-10-15 15:17:31] - INFO: ###  val_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_val.txt
[2022-10-15 15:17:31] - INFO: ###  test_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_test.txt
[2022-10-15 15:17:31] - INFO: ###  model_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\cache
[2022-10-15 15:17:31] - INFO: ###  logs_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\logs
[2022-10-15 15:17:31] - INFO: ###  split_sep = _!_
[2022-10-15 15:17:31] - INFO: ###  is_sample_shuffle = True
[2022-10-15 15:17:31] - INFO: ###  batch_size = 64
[2022-10-15 15:17:31] - INFO: ###  max_sen_len = None
[2022-10-15 15:17:31] - INFO: ###  num_labels = 15
[2022-10-15 15:17:31] - INFO: ###  epochs = 1
[2022-10-15 15:17:31] - INFO: ###  model_val_per_epoch = 2
[2022-10-15 15:17:31] - INFO: ###  vocab_size = 21128
[2022-10-15 15:17:31] - INFO: ###  hidden_size = 768
[2022-10-15 15:17:31] - INFO: ###  num_hidden_layers = 12
[2022-10-15 15:17:31] - INFO: ###  num_attention_heads = 12
[2022-10-15 15:17:31] - INFO: ###  hidden_act = gelu
[2022-10-15 15:17:31] - INFO: ###  intermediate_size = 3072
[2022-10-15 15:17:31] - INFO: ###  pad_token_id = 0
[2022-10-15 15:17:31] - INFO: ###  hidden_dropout_prob = 0.1
[2022-10-15 15:17:31] - INFO: ###  attention_probs_dropout_prob = 0.1
[2022-10-15 15:17:31] - INFO: ###  max_position_embeddings = 512
[2022-10-15 15:17:31] - INFO: ###  type_vocab_size = 2
[2022-10-15 15:17:31] - INFO: ###  initializer_range = 0.02
[2022-10-15 15:17:31] - INFO: ###  directionality = bidi
[2022-10-15 15:17:31] - INFO: ###  pooler_fc_size = 768
[2022-10-15 15:17:31] - INFO: ###  pooler_num_attention_heads = 12
[2022-10-15 15:17:31] - INFO: ###  pooler_num_fc_layers = 3
[2022-10-15 15:17:31] - INFO: ###  pooler_size_per_head = 128
[2022-10-15 15:17:31] - INFO: ###  pooler_type = first_token_transform
[2022-10-15 15:17:32] - INFO: ## 注意，正在使用本地MyTransformer中的MyMultiHeadAttention实现
[2022-10-15 15:17:32] - INFO: ## 成功载入已有模型，进行预测......
[2022-10-15 15:17:32] - INFO: 缓存文件 predict_text_None.pt 不存在，重新处理并缓存！
[2022-10-15 15:17:38] - INFO: 成功导入BERT配置文件 F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\config.json
[2022-10-15 15:17:38] - INFO:  ### 将当前配置打印到日志文件中 
[2022-10-15 15:17:38] - INFO: ###  project_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert
[2022-10-15 15:17:38] - INFO: ###  dataset_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification
[2022-10-15 15:17:38] - INFO: ###  pretrained_model_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese
[2022-10-15 15:17:38] - INFO: ###  vocab_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\vocab.txt
[2022-10-15 15:17:38] - INFO: ###  device = cpu
[2022-10-15 15:17:38] - INFO: ###  train_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_train.txt
[2022-10-15 15:17:38] - INFO: ###  val_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_val.txt
[2022-10-15 15:17:38] - INFO: ###  test_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_test.txt
[2022-10-15 15:17:38] - INFO: ###  model_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\cache
[2022-10-15 15:17:38] - INFO: ###  logs_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\logs
[2022-10-15 15:17:38] - INFO: ###  split_sep = _!_
[2022-10-15 15:17:38] - INFO: ###  is_sample_shuffle = True
[2022-10-15 15:17:38] - INFO: ###  batch_size = 64
[2022-10-15 15:17:38] - INFO: ###  max_sen_len = None
[2022-10-15 15:17:38] - INFO: ###  num_labels = 15
[2022-10-15 15:17:38] - INFO: ###  epochs = 1
[2022-10-15 15:17:38] - INFO: ###  model_val_per_epoch = 2
[2022-10-15 15:17:38] - INFO: ###  vocab_size = 21128
[2022-10-15 15:17:38] - INFO: ###  hidden_size = 768
[2022-10-15 15:17:38] - INFO: ###  num_hidden_layers = 12
[2022-10-15 15:17:38] - INFO: ###  num_attention_heads = 12
[2022-10-15 15:17:38] - INFO: ###  hidden_act = gelu
[2022-10-15 15:17:38] - INFO: ###  intermediate_size = 3072
[2022-10-15 15:17:38] - INFO: ###  pad_token_id = 0
[2022-10-15 15:17:38] - INFO: ###  hidden_dropout_prob = 0.1
[2022-10-15 15:17:38] - INFO: ###  attention_probs_dropout_prob = 0.1
[2022-10-15 15:17:38] - INFO: ###  max_position_embeddings = 512
[2022-10-15 15:17:38] - INFO: ###  type_vocab_size = 2
[2022-10-15 15:17:38] - INFO: ###  initializer_range = 0.02
[2022-10-15 15:17:38] - INFO: ###  directionality = bidi
[2022-10-15 15:17:38] - INFO: ###  pooler_fc_size = 768
[2022-10-15 15:17:38] - INFO: ###  pooler_num_attention_heads = 12
[2022-10-15 15:17:38] - INFO: ###  pooler_num_fc_layers = 3
[2022-10-15 15:17:38] - INFO: ###  pooler_size_per_head = 128
[2022-10-15 15:17:38] - INFO: ###  pooler_type = first_token_transform
[2022-10-15 15:17:39] - INFO: ## 注意，正在使用本地MyTransformer中的MyMultiHeadAttention实现
[2022-10-15 15:17:40] - INFO: ## 成功载入已有模型，进行预测......
[2022-10-15 15:17:40] - INFO: 缓存文件 predict_text_None.pt 不存在，重新处理并缓存！
[2022-10-15 15:17:44] - INFO: 成功导入BERT配置文件 F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\config.json
[2022-10-15 15:17:44] - INFO:  ### 将当前配置打印到日志文件中 
[2022-10-15 15:17:44] - INFO: ###  project_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert
[2022-10-15 15:17:44] - INFO: ###  dataset_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification
[2022-10-15 15:17:44] - INFO: ###  pretrained_model_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese
[2022-10-15 15:17:44] - INFO: ###  vocab_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\bert_base_chinese\vocab.txt
[2022-10-15 15:17:44] - INFO: ###  device = cpu
[2022-10-15 15:17:44] - INFO: ###  train_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_train.txt
[2022-10-15 15:17:44] - INFO: ###  val_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_val.txt
[2022-10-15 15:17:44] - INFO: ###  test_file_path = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\data\SingleSentenceClassification\toutiao_test.txt
[2022-10-15 15:17:44] - INFO: ###  model_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\cache
[2022-10-15 15:17:44] - INFO: ###  logs_save_dir = F:\Desktop\自然语言处理大作业\src\predict_gui\Bert\logs
[2022-10-15 15:17:44] - INFO: ###  split_sep = _!_
[2022-10-15 15:17:44] - INFO: ###  is_sample_shuffle = True
[2022-10-15 15:17:44] - INFO: ###  batch_size = 64
[2022-10-15 15:17:44] - INFO: ###  max_sen_len = None
[2022-10-15 15:17:44] - INFO: ###  num_labels = 15
[2022-10-15 15:17:44] - INFO: ###  epochs = 1
[2022-10-15 15:17:44] - INFO: ###  model_val_per_epoch = 2
[2022-10-15 15:17:44] - INFO: ###  vocab_size = 21128
[2022-10-15 15:17:44] - INFO: ###  hidden_size = 768
[2022-10-15 15:17:44] - INFO: ###  num_hidden_layers = 12
[2022-10-15 15:17:44] - INFO: ###  num_attention_heads = 12
[2022-10-15 15:17:44] - INFO: ###  hidden_act = gelu
[2022-10-15 15:17:44] - INFO: ###  intermediate_size = 3072
[2022-10-15 15:17:44] - INFO: ###  pad_token_id = 0
[2022-10-15 15:17:44] - INFO: ###  hidden_dropout_prob = 0.1
[2022-10-15 15:17:44] - INFO: ###  attention_probs_dropout_prob = 0.1
[2022-10-15 15:17:44] - INFO: ###  max_position_embeddings = 512
[2022-10-15 15:17:44] - INFO: ###  type_vocab_size = 2
[2022-10-15 15:17:44] - INFO: ###  initializer_range = 0.02
[2022-10-15 15:17:44] - INFO: ###  directionality = bidi
[2022-10-15 15:17:44] - INFO: ###  pooler_fc_size = 768
[2022-10-15 15:17:44] - INFO: ###  pooler_num_attention_heads = 12
[2022-10-15 15:17:44] - INFO: ###  pooler_num_fc_layers = 3
[2022-10-15 15:17:44] - INFO: ###  pooler_size_per_head = 128
[2022-10-15 15:17:44] - INFO: ###  pooler_type = first_token_transform
[2022-10-15 15:17:46] - INFO: ## 注意，正在使用本地MyTransformer中的MyMultiHeadAttention实现
